#time =  2.0000107E+03
#uTau =  5.8927760E-02
#ReTau =  2.9579084E+02
#  y     y+     uu     vv     ww     uv
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  1.845017964E-03  5.457394047E-01  4.254581058E-02  3.548275066E-06  1.227747769E-02 -1.158411015E-04
  5.873392890E-03  1.737295789E+00  4.287296622E-01  2.750468553E-04  9.872499158E-02 -3.818180471E-03
  1.137423075E-02  3.364393215E+00  1.552758145E+00  2.748538071E-03  2.749282653E-01 -2.703011888E-02
  1.739576925E-02  5.145509118E+00  3.294137450E+00  1.056633375E-02  4.749955603E-01 -8.632381482E-02
  2.289660711E-02  6.772606544E+00  4.947735069E+00  2.339909614E-02  6.386083871E-01 -1.667443354E-01
  2.692498204E-02  7.964162929E+00  6.013761416E+00  3.619699010E-02  7.439959557E-01 -2.340527135E-01
  2.877000000E-02  8.509902333E+00  6.440403449E+00  4.294353688E-02  7.883665841E-01 -2.656203666E-01
  2.877000000E-02  8.509902333E+00  6.440403449E+00  4.294353688E-02  7.883665841E-01 -2.656203666E-01
  3.135828380E-02  9.275492962E+00  6.967665078E+00  5.326151175E-02  8.467404300E-01 -3.096175344E-01
  3.700949034E-02  1.094706806E+01  7.835079937E+00  7.881326443E-02  9.597889083E-01 -4.008230670E-01
  4.472634178E-02  1.322964200E+01  8.484555453E+00  1.188295907E-01  1.086000723E+00 -5.075907086E-01
  5.317365822E-02  1.572828078E+01  8.700667661E+00  1.668599583E-01  1.192236842E+00 -5.979927894E-01
  6.089050966E-02  1.801085472E+01  8.623938464E+00  2.125396111E-01  1.264578435E+00 -6.592425272E-01
  6.654171620E-02  1.968242982E+01  8.469828232E+00  2.462203254E-01  1.304962150E+00 -6.936280573E-01
  6.913000000E-02  2.044802045E+01  8.381312123E+00  2.615710195E-01  1.320363953E+00 -7.069285804E-01
  6.913000000E-02  2.044802045E+01  8.381312123E+00  2.615710195E-01  1.320363953E+00 -7.069285804E-01
  7.276167769E-02  2.152223743E+01  8.243698671E+00  2.829411100E-01  1.339052721E+00 -7.233386160E-01
  8.069100936E-02  2.386766107E+01  7.908508484E+00  3.285647153E-01  1.369539976E+00 -7.515023222E-01
  9.151869265E-02  2.707039055E+01  7.420647328E+00  3.876295100E-01  1.393079524E+00 -7.770840150E-01
  1.033713074E-01  3.057628536E+01  6.895208053E+00  4.468839868E-01  1.401818940E+00 -7.934314503E-01
  1.141989906E-01  3.377901484E+01  6.445596237E+00  4.954830046E-01  1.399306359E+00 -8.012875325E-01
  1.221283223E-01  3.612443848E+01  6.139666896E+00  5.276095602E-01  1.393098412E+00 -8.040422156E-01
  1.257600000E-01  3.719865546E+01  6.006458951E+00  5.413498232E-01  1.389329572E+00 -8.046447137E-01
  1.257600000E-01  3.719865546E+01  6.006458951E+00  5.413498232E-01  1.389329572E+00 -8.046447137E-01
  1.308538400E-01  3.870536664E+01  5.826836205E+00  5.596066813E-01  1.383241629E+00 -8.049044359E-01
  1.419756273E-01  4.199508940E+01  5.462968726E+00  5.954808205E-01  1.367402067E+00 -8.035248851E-01
  1.571626816E-01  4.648728087E+01  5.023026620E+00  6.362013401E-01  1.341754233E+00 -7.984383295E-01
  1.737873184E-01  5.140469610E+01  4.607885592E+00  6.710450237E-01  1.310292199E+00 -7.899737978E-01
  1.889743727E-01  5.589688756E+01  4.280226923E+00  6.952064023E-01  1.279595382E+00 -7.804592100E-01
  2.000961600E-01  5.918661032E+01  4.067203785E+00  7.088923872E-01  1.256443094E+00 -7.727221264E-01
  2.051900000E-01  6.069332151E+01  3.976582964E+00  7.141505115E-01  1.245746955E+00 -7.690031862E-01
  2.051900000E-01  6.069332151E+01  3.976582964E+00  7.141505115E-01  1.245746955E+00 -7.690031862E-01
