#time =  1.8000007E+03
#uTau =  5.9425469E-02
#ReTau =  2.9828911E+02
#  y     y+    Umean
  0.000000000E+00  0.000000000E+00  0.000000000E+00
  1.845017964E-03  5.503487698E-01  5.497090202E-01
  5.873392890E-03  1.751969149E+00  1.744121686E+00
  1.137423075E-02  3.392809189E+00  3.340046914E+00
  1.739576925E-02  5.188968560E+00  4.979088218E+00
  2.289660711E-02  6.829808600E+00  6.322120299E+00
  2.692498204E-02  8.031428979E+00  7.196386516E+00
  2.877000000E-02  8.581777749E+00  7.565404330E+00
  2.877000000E-02  8.581777749E+00  7.565404330E+00
  3.135828380E-02  9.353834626E+00  8.050726717E+00
  3.700949034E-02  1.103952800E+01  8.987139582E+00
  4.472634178E-02  1.334138077E+01  1.002872616E+01
  5.317365822E-02  1.586112329E+01  1.092158949E+01
  6.089050966E-02  1.816297605E+01  1.156820318E+01
  6.654171620E-02  1.984866943E+01  1.196372121E+01
  6.913000000E-02  2.062072630E+01  1.212680577E+01
  6.913000000E-02  2.062072630E+01  1.212680577E+01
  7.276167769E-02  2.170401622E+01  1.233904646E+01
  8.069100936E-02  2.406924952E+01  1.274512926E+01
  9.151869265E-02  2.729902955E+01  1.320015936E+01
  1.033713074E-01  3.083453546E+01  1.360271203E+01
  1.141989906E-01  3.406431549E+01  1.390782095E+01
  1.221283223E-01  3.642954880E+01  1.410276226E+01
  1.257600000E-01  3.751283871E+01  1.418545330E+01
  1.257600000E-01  3.751283871E+01  1.418545330E+01
  1.308538400E-01  3.903227572E+01  1.429546633E+01
  1.419756273E-01  4.234978377E+01  1.451480354E+01
  1.571626816E-01  4.687991670E+01  1.477794641E+01
  1.737873184E-01  5.183886487E+01  1.503073910E+01
  1.889743727E-01  5.636899780E+01  1.523803404E+01
  2.000961600E-01  5.968650586E+01  1.537869901E+01
  2.051900000E-01  6.120594287E+01  1.544043753E+01
  2.051900000E-01  6.120594287E+01  1.544043753E+01
  2.123366389E-01  6.333770744E+01  1.552462852E+01
  2.279404659E-01  6.799215913E+01  1.569946546E+01
  2.492478476E-01  7.434791909E+01  1.592162821E+01
  2.725721524E-01  8.130530527E+01  1.614724620E+01
  2.938795341E-01  8.766106523E+01  1.634023157E+01
  3.094833611E-01  9.231551692E+01  1.647471074E+01
  3.166300000E-01  9.444728150E+01  1.653453207E+01
  3.166300000E-01  9.444728150E+01  1.653453207E+01
  3.266567139E-01  9.743814108E+01  1.661681235E+01
  3.485488383E-01  1.039683234E+02  1.679001680E+01
  3.784430336E-01  1.128854364E+02  1.701382933E+01
  4.111669664E-01  1.226466292E+02  1.724409049E+01
  4.410611617E-01  1.315637422E+02  1.744232935E+01
  4.629532861E-01  1.380939246E+02  1.758066211E+01
  4.729800000E-01  1.410847841E+02  1.764218669E+01
  4.729800000E-01  1.410847841E+02  1.764218669E+01
  4.870449753E-01  1.452802131E+02  1.772665296E+01
  5.177541581E-01  1.544404280E+02  1.790386748E+01
  5.596882478E-01  1.669489104E+02  1.813105149E+01
  6.055917522E-01  1.806414259E+02  1.836109702E+01
  6.475258419E-01  1.931499083E+02  1.855420815E+01
  6.782350247E-01  2.023101232E+02  1.868501516E+01
  6.923000000E-01  2.065055522E+02  1.874190133E+01
  6.923000000E-01  2.065055522E+02  1.874190133E+01
  7.120327782E-01  2.123916250E+02  1.881827608E+01
  7.551169271E-01  2.252431575E+02  1.897124082E+01
  8.139493153E-01  2.427922184E+02  1.914724953E+01
  8.783506847E-01  2.620024457E+02  1.929122958E+01
  9.371830729E-01  2.795515065E+02  1.937306949E+01
  9.802672218E-01  2.924030390E+02  1.940055518E+01
  1.000000000E+00  2.982891119E+02  1.940366857E+01
