#time =  2.0000070E+03
#uTau =  5.8518474E-02
#ReTau =  2.9373641E+02
#  y     y+     uu     vv     ww     uv
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  1.845017964E-03  5.419489447E-01  4.759175546E-02  2.942540772E-06  1.214525968E-02 -1.134196546E-04
  5.873392890E-03  1.725229316E+00  4.804959819E-01  2.013847701E-04  9.905916890E-02 -3.664035907E-03
  1.137423075E-02  3.341025656E+00  1.745163768E+00  2.044789331E-03  2.807121806E-01 -2.583605219E-02
  1.739576925E-02  5.109770730E+00  3.717598596E+00  8.103281620E-03  4.915525570E-01 -8.315225159E-02
  2.289660711E-02  6.725567070E+00  5.598964968E+00  1.842444120E-02  6.650639398E-01 -1.622827023E-01
  2.692498204E-02  7.908847441E+00  6.806720834E+00  2.899810720E-02  7.760164950E-01 -2.293783347E-01
  2.877000000E-02  8.450796386E+00  7.286006726E+00  3.465423487E-02  8.223101645E-01 -2.610299266E-01
  2.877000000E-02  8.450796386E+00  7.286006726E+00  3.465423487E-02  8.223101645E-01 -2.610299266E-01
  3.135828380E-02  9.211069566E+00  7.872297442E+00  4.339362077E-02  8.827089052E-01 -3.052724435E-01
  3.700949034E-02  1.087103466E+01  8.809727388E+00  6.540203156E-02  9.976872850E-01 -3.971705980E-01
  4.472634178E-02  1.313775487E+01  9.454256353E+00  1.006213998E-01  1.122395450E+00 -5.043620119E-01
  5.317365822E-02  1.561903923E+01  9.598915105E+00  1.436890185E-01  1.223971709E+00 -5.941407012E-01
  6.089050966E-02  1.788575944E+01  9.444611641E+00  1.851543111E-01  1.291054318E+00 -6.542487857E-01
  6.654171620E-02  1.954572453E+01  9.239090117E+00  2.159269265E-01  1.327520027E+00 -6.877490180E-01
  6.913000000E-02  2.030599771E+01  9.129570593E+00  2.299911482E-01  1.341165802E+00 -7.006748487E-01
  6.913000000E-02  2.030599771E+01  9.129570593E+00  2.299911482E-01  1.341165802E+00 -7.006748487E-01
  7.276167769E-02  2.137275366E+01  8.965358473E+00  2.496013289E-01  1.357452859E+00 -7.166107813E-01
  8.069100936E-02  2.370188705E+01  8.583184496E+00  2.915568720E-01  1.382995480E+00 -7.439917719E-01
  9.151869265E-02  2.688237181E+01  8.051052688E+00  3.460019909E-01  1.400499480E+00 -7.690523467E-01
  1.033713074E-01  3.036391625E+01  7.494241327E+00  4.007565966E-01  1.403586927E+00 -7.853815821E-01
  1.141989906E-01  3.354440102E+01  7.024342055E+00  4.458147800E-01  1.396748529E+00 -7.935351769E-01
  1.221283223E-01  3.587353440E+01  6.705917590E+00  4.757240059E-01  1.387820225E+00 -7.966175637E-01
  1.257600000E-01  3.694029035E+01  6.567290552E+00  4.885592946E-01  1.382910942E+00 -7.973872737E-01
  1.257600000E-01  3.694029035E+01  6.567290552E+00  4.885592946E-01  1.382910942E+00 -7.973872737E-01
  1.308538400E-01  3.843653661E+01  6.380255611E+00  5.056665368E-01  1.375323030E+00 -7.978926942E-01
  1.419756273E-01  4.170341043E+01  6.000730541E+00  5.395112782E-01  1.356566679E+00 -7.970497564E-01
  1.571626816E-01  4.616440116E+01  5.540319133E+00  5.784912901E-01  1.327674493E+00 -7.926413408E-01
  1.737873184E-01  5.104766224E+01  5.103180894E+00  6.126506476E-01  1.293621285E+00 -7.848197243E-01
  1.889743727E-01  5.550865297E+01  4.754983878E+00  6.371260901E-01  1.261399136E+00 -7.757962821E-01
  2.000961600E-01  5.877552679E+01  4.526080819E+00  6.515082558E-01  1.237507029E+00 -7.683636199E-01
  2.051900000E-01  6.027177304E+01  4.427880146E+00  6.571960583E-01  1.226546290E+00 -7.647727004E-01
  2.051900000E-01  6.027177304E+01  4.427880146E+00  6.571960583E-01  1.226546290E+00 -7.647727004E-01
  2.123366389E-01  6.237100107E+01  4.296683420E+00  6.642961709E-01  1.211181127E+00 -7.595680433E-01
  2.279404659E-01  6.695441311E+01  4.033835215E+00  6.765537081E-01  1.177796434E+00 -7.476132971E-01
  2.492478476E-01  7.321316682E+01  3.720159100E+00  6.871153395E-01  1.132862241E+00 -7.302690086E-01
  2.725721524E-01  8.006436429E+01  3.427023083E+00  6.920727239E-01  1.085113904E+00 -7.102485952E-01
  2.938795341E-01  8.632311799E+01  3.194961653E+00  6.918508487E-01  1.042880466E+00 -6.913199546E-01
  3.094833611E-01  9.090653004E+01  3.042266189E+00  6.894112179E-01  1.012834406E+00 -6.771767960E-01
  3.166300000E-01  9.300575807E+01  2.976521618E+00  6.877519647E-01  9.993566880E-01 -6.706361128E-01
  3.166300000E-01  9.300575807E+01  2.976521618E+00  6.877519647E-01  9.993566880E-01 -6.706361128E-01
  3.266567139E-01  9.595096897E+01  2.889688229E+00  6.849379849E-01  9.808754034E-01 -6.613996138E-01
  3.485488383E-01  1.023814829E+02  2.712594666E+00  6.770450304E-01  9.416609467E-01 -6.410030894E-01
  3.784430336E-01  1.111624964E+02  2.498293698E+00  6.632508221E-01  8.910870884E-01 -6.127315837E-01
  4.111669664E-01  1.207747068E+02  2.296329941E+00  6.453009375E-01  8.400798646E-01 -5.813606649E-01
  4.410611617E-01  1.295557202E+02  2.134309429E+00  6.270932111E-01  7.969216748E-01 -5.524863417E-01
  4.629532861E-01  1.359862342E+02  2.025133998E+00  6.130321361E-01  7.670631241E-01 -5.311480126E-01
  4.729800000E-01  1.389314451E+02  1.977108218E+00  6.064366886E-01  7.538201400E-01 -5.213532685E-01
  4.729800000E-01  1.389314451E+02  1.977108218E+00  6.064366886E-01  7.538201400E-01 -5.213532685E-01
  4.870449753E-01  1.430628404E+02  1.914684149E+00  5.971424011E-01  7.360325683E-01 -5.076042129E-01
  5.177541581E-01  1.520832453E+02  1.780827974E+00  5.765635375E-01  6.981285821E-01 -4.774580777E-01
  5.596882478E-01  1.644008141E+02  1.614845984E+00  5.485317719E-01  6.496420076E-01 -4.362790951E-01
  6.055917522E-01  1.778843445E+02  1.454380743E+00  5.187917162E-01  6.014201338E-01 -3.911044892E-01
  6.475258419E-01  1.902019133E+02  1.323588672E+00  4.930899250E-01  5.615165800E-01 -3.497766288E-01
  6.782350247E-01  1.992223182E+02  1.235800753E+00  4.754137393E-01  5.346403604E-01 -3.194474432E-01
  6.923000000E-01  2.033537135E+02  1.197897308E+00  4.676567687E-01  5.229798592E-01 -3.055422461E-01
  6.923000000E-01  2.033537135E+02  1.197897308E+00  4.676567687E-01  5.229798592E-01 -3.055422461E-01
  7.120327782E-01  2.091499488E+02  1.150352895E+00  4.573291233E-01  5.080211071E-01 -2.860636914E-01
  7.551169271E-01  2.218053319E+02  1.050036475E+00  4.365554776E-01  4.774727874E-01 -2.434314168E-01
  8.139493153E-01  2.390865461E+02  9.387469029E-01  4.128520612E-01  4.441007285E-01 -1.852740878E-01
  8.783506847E-01  2.580035729E+02  8.539524120E-01  3.937288440E-01  4.188181066E-01 -1.215353211E-01
  9.371830729E-01  2.752847871E+02  8.097012024E-01  3.830267853E-01  4.052841881E-01 -6.327338487E-02
  9.802672218E-01  2.879401702E+02  7.954064316E-01  3.794648246E-01  4.009121467E-01 -2.065009095E-02
  1.000000000E+00  2.937364055E+02  7.925138026E-01  3.790308456E-01  4.002095710E-01 -1.073431939E-03
