#time =  2.0000097E+03
#uTau =  5.9314490E-02
#ReTau =  2.9773205E+02
#  y     y+     uu     vv     ww     uv
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  1.845017964E-03  5.493209753E-01  5.095132744E-02  8.446407562E-06  1.714531595E-02 -1.543356491E-04
  5.873392890E-03  1.748697289E+00  5.042431124E-01  5.547298478E-04  1.344274927E-01 -5.166732422E-03
  1.137423075E-02  3.386473006E+00  1.790008814E+00  5.080586302E-03  3.646725705E-01 -3.653005851E-02
  1.739576925E-02  5.179277990E+00  3.675058309E+00  1.836590246E-02  6.180574957E-01 -1.135723207E-01
  2.289660711E-02  6.817053707E+00  5.301835229E+00  3.920144596E-02  8.225718014E-01 -2.118182465E-01
  2.692498204E-02  8.016430020E+00  6.235485506E+00  5.953332654E-02  9.536122311E-01 -2.892848009E-01
  2.877000000E-02  8.565750996E+00  6.575322210E+00  7.017006988E-02  1.008540912E+00 -3.242192195E-01
  2.877000000E-02  8.565750996E+00  6.575322210E+00  7.017006988E-02  1.008540912E+00 -3.242192195E-01
  3.135828380E-02  9.336366031E+00  6.960629123E+00  8.636235342E-02  1.080353720E+00 -3.714956782E-01
  3.700949034E-02  1.101891132E+01  7.472503657E+00  1.262649029E-01  1.216800313E+00 -4.643580886E-01
  4.472634178E-02  1.331646530E+01  7.637368055E+00  1.883126645E-01  1.361610848E+00 -5.645797966E-01
  5.317365822E-02  1.583150211E+01  7.425365056E+00  2.618270009E-01  1.473411091E+00 -6.424767456E-01
  6.089050966E-02  1.812905609E+01  7.077048182E+00  3.302010768E-01  1.541782929E+00 -6.918181369E-01
  6.654171620E-02  1.981160138E+01  6.790459358E+00  3.793227994E-01  1.576290534E+00 -7.183412424E-01
  6.913000000E-02  2.058221642E+01  6.657598332E+00  4.012970021E-01  1.588586922E+00 -7.283593874E-01
  6.913000000E-02  2.058221642E+01  6.657598332E+00  4.012970021E-01  1.588586922E+00 -7.283593874E-01
  7.276167769E-02  2.166348325E+01  6.472880515E+00  4.314002416E-01  1.602727210E+00 -7.405296864E-01
  8.069100936E-02  2.402429940E+01  6.085149499E+00  4.936545366E-01  1.623192389E+00 -7.608832781E-01
  9.151869265E-02  2.724804771E+01  5.607303052E+00  5.697794526E-01  1.634751900E+00 -7.785031105E-01
  1.033713074E-01  3.077695095E+01  5.159169705E+00  6.406811208E-01  1.634197009E+00 -7.886810315E-01
  1.141989906E-01  3.400069926E+01  4.811397871E+00  6.944425280E-01  1.626145192E+00 -7.925647684E-01
  1.221283223E-01  3.636151541E+01  4.588862500E+00  7.276635612E-01  1.617167223E+00 -7.931188195E-01
  1.257600000E-01  3.744278225E+01  4.495101286E+00  7.412899130E-01  1.612465608E+00 -7.928585876E-01
  1.257600000E-01  3.744278225E+01  4.495101286E+00  7.412899130E-01  1.612465608E+00 -7.928585876E-01
  1.308538400E-01  3.895938166E+01  4.371606106E+00  7.588318247E-01  1.605431132E+00 -7.919936528E-01
  1.419756273E-01  4.227069416E+01  4.128765516E+00  7.912309636E-01  1.588015787E+00 -7.886818836E-01
  1.571626816E-01  4.679236691E+01  3.848725052E+00  8.242851625E-01  1.561388848E+00 -7.816448806E-01
  1.737873184E-01  5.174205408E+01  3.596138919E+00  8.487005814E-01  1.530665875E+00 -7.715908981E-01
  1.889743727E-01  5.626372684E+01  3.401636433E+00  8.626504207E-01  1.501214659E+00 -7.610978298E-01
  2.000961600E-01  5.957503934E+01  3.275848451E+00  8.688376105E-01  1.478739973E+00 -7.528443573E-01
  2.051900000E-01  6.109163875E+01  3.222359410E+00  8.707021459E-01  1.468338033E+00 -7.489413332E-01
  2.051900000E-01  6.109163875E+01  3.222359410E+00  8.707021459E-01  1.468338033E+00 -7.489413332E-01
  2.123366389E-01  6.321942219E+01  3.152193072E+00  8.725285223E-01  1.454319585E+00 -7.432319155E-01
  2.279404659E-01  6.786518153E+01  3.010102724E+00  8.732247322E-01  1.422057433E+00 -7.305110164E-01
  2.492478476E-01  7.420907190E+01  2.840769176E+00  8.687353683E-01  1.377746655E+00 -7.124477508E-01
  2.725721524E-01  8.115346493E+01  2.681216417E+00  8.587727231E-01  1.330902174E+00 -6.918763089E-01
  2.938795341E-01  8.749735530E+01  2.552142117E+00  8.463433801E-01  1.288983606E+00 -6.726789973E-01
  3.094833611E-01  9.214311464E+01  2.464834732E+00  8.356604859E-01  1.257972928E+00 -6.584677007E-01
  3.166300000E-01  9.427089808E+01  2.426517759E+00  8.303066130E-01  1.243656962E+00 -6.519791008E-01
  3.166300000E-01  9.427089808E+01  2.426517759E+00  8.303066130E-01  1.243656962E+00 -6.519791008E-01
  3.266567139E-01  9.725617213E+01  2.376564589E+00  8.228047242E-01  1.225464668E+00 -6.426765298E-01
  3.485488383E-01  1.037741592E+02  2.269048559E+00  8.048341358E-01  1.182017785E+00 -6.223692060E-01
  3.784430336E-01  1.126746191E+02  2.135257583E+00  7.787817718E-01  1.124369774E+00 -5.943967445E-01
  4.111669664E-01  1.224175826E+02  2.004593114E+00  7.494868224E-01  1.065189452E+00 -5.633363556E-01
  4.410611617E-01  1.313180426E+02  1.894685164E+00  7.223025400E-01  1.012614280E+00 -5.348112762E-01
  4.629532861E-01  1.378360296E+02  1.817195887E+00  7.020791712E-01  9.734189616E-01 -5.138490716E-01
  4.729800000E-01  1.408213036E+02  1.782436081E+00  6.925310619E-01  9.553225157E-01 -5.043099320E-01
  4.729800000E-01  1.408213036E+02  1.782436081E+00  6.925310619E-01  9.553225157E-01 -5.043099320E-01
  4.870449753E-01  1.450088975E+02  1.736607597E+00  6.797576653E-01  9.323420823E-01 -4.908031322E-01
  5.177541581E-01  1.541520054E+02  1.633844024E+00  6.508877945E-01  8.762551930E-01 -4.612709167E-01
  5.596882478E-01  1.666371278E+02  1.501464310E+00  6.129565542E-01  8.036645326E-01 -4.209003005E-01
  6.055917522E-01  1.803040721E+02  1.366939474E+00  5.744920007E-01  7.322127598E-01 -3.764503742E-01
  6.475258419E-01  1.927891945E+02  1.250824000E+00  5.419092399E-01  6.725063610E-01 -3.358766730E-01
  6.782350247E-01  2.019323023E+02  1.168115871E+00  5.192814522E-01  6.299572485E-01 -3.061723365E-01
  6.923000000E-01  2.061198962E+02  1.131198507E+00  5.090506005E-01  6.113706576E-01 -2.927070044E-01
  6.923000000E-01  2.061198962E+02  1.131198507E+00  5.090506005E-01  6.113706576E-01 -2.927070044E-01
  7.120327782E-01  2.119949767E+02  1.080897442E+00  4.958823389E-01  5.870487218E-01 -2.736974764E-01
  7.551169271E-01  2.248225085E+02  9.705314213E-01  4.681170821E-01  5.317191667E-01 -2.323173725E-01
  8.139493153E-01  2.423387959E+02  8.369700152E-01  4.375463585E-01  4.712210585E-01 -1.760272259E-01
  8.783506847E-01  2.615131474E+02  7.219810435E-01  4.147822434E-01  4.252246380E-01 -1.147282966E-01
  9.371830729E-01  2.790294348E+02  6.546735186E-01  4.031229468E-01  4.007740807E-01 -5.886505739E-02
  9.802672218E-01  2.918569667E+02  6.321692750E-01  3.995052075E-01  3.932930231E-01 -1.812109879E-02
  1.000000000E+00  2.977320471E+02  6.292380325E-01  3.989093539E-01  3.919911174E-01  4.323349375E-04
