#time =  2.0000052E+03
#uTau =  5.7695056E-02
#ReTau =  2.8960322E+02
#  y     y+     uu     vv     ww     uv
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  1.845017964E-03  5.343231365E-01  5.229387841E-02  2.202584058E-06  1.276943444E-02 -9.669749568E-05
  5.873392890E-03  1.700953472E+00  5.261247363E-01  1.427987472E-04  1.060883435E-01 -3.127768664E-03
  1.137423075E-02  3.294013809E+00  1.912273792E+00  1.474278295E-03  3.086720749E-01 -2.231393959E-02
  1.739576925E-02  5.037870726E+00  4.107157122E+00  6.028855969E-03  5.558164072E-01 -7.319221173E-02
  2.289660711E-02  6.630931063E+00  6.257783301E+00  1.412555319E-02  7.695240808E-01 -1.457571280E-01
  2.692498204E-02  7.797561398E+00  7.674825262E+00  2.271230140E-02  9.111565904E-01 -2.091671999E-01
  2.877000000E-02  8.331884535E+00  8.245441097E+00  2.740246456E-02  9.712971014E-01 -2.396536002E-01
  2.877000000E-02  8.331884535E+00  8.245441097E+00  2.740246456E-02  9.712971014E-01 -2.396536002E-01
  3.135828380E-02  9.081459849E+00  8.948924962E+00  3.476524967E-02  1.050525974E+00 -2.828741407E-01
  3.700949034E-02  1.071806744E+01  1.007589077E+01  5.385648563E-02  1.202766587E+00 -3.748186443E-01
  4.472634178E-02  1.295289244E+01  1.080012392E+01  8.580850415E-02  1.366498428E+00 -4.853958160E-01
  5.317365822E-02  1.539926245E+01  1.082764020E+01  1.268669046E-01  1.493129912E+00 -5.800113958E-01
  6.089050966E-02  1.763408744E+01  1.045824638E+01  1.681435591E-01  1.568493584E+00 -6.437399520E-01
  6.654171620E-02  1.927069503E+01  1.007068774E+01  1.997144345E-01  1.604078940E+00 -6.791423715E-01
  6.913000000E-02  2.002027035E+01  9.876952782E+00  2.143759518E-01  1.615798219E+00 -6.927447088E-01
  6.913000000E-02  2.002027035E+01  9.876952782E+00  2.143759518E-01  1.615798219E+00 -6.927447088E-01
  7.276167769E-02  2.107201589E+01  9.596966816E+00  2.350368790E-01  1.628103401E+00 -7.094515495E-01
  8.069100936E-02  2.336837584E+01  8.981407181E+00  2.799808005E-01  1.641147078E+00 -7.379531912E-01
  9.151869265E-02  2.650410775E+01  8.189639353E+00  3.394748378E-01  1.636955021E+00 -7.637565243E-01
  1.033713074E-01  2.993666309E+01  7.429585950E+00  4.001875556E-01  1.614692016E+00 -7.803859754E-01
  1.141989906E-01  3.307239499E+01  6.836174873E+00  4.505012158E-01  1.585768136E+00 -7.885855106E-01
  1.221283223E-01  3.536875495E+01  6.456301459E+00  4.839544613E-01  1.562054229E+00 -7.916219331E-01
  1.257600000E-01  3.642050049E+01  6.296002672E+00  4.983034480E-01  1.550837391E+00 -7.923585999E-01
  1.257600000E-01  3.642050049E+01  6.296002672E+00  4.983034480E-01  1.550837391E+00 -7.923585999E-01
  1.308538400E-01  3.789569294E+01  6.084270300E+00  5.174070753E-01  1.534915485E+00 -7.928078090E-01
  1.419756273E-01  4.111659831E+01  5.669256940E+00  5.550646913E-01  1.500046448E+00 -7.918401488E-01
  1.571626816E-01  4.551481807E+01  5.188921758E+00  5.980148555E-01  1.453361703E+00 -7.872733643E-01
  1.737873184E-01  5.032936638E+01  4.753039714E+00  6.349764740E-01  1.404254902E+00 -7.793053957E-01
  1.889743727E-01  5.472758615E+01  4.418126632E+00  6.608068589E-01  1.361106238E+00 -7.701992219E-01
