#time =  2.0000026E+03
#uTau =  5.6779495E-02
#ReTau =  2.8500751E+02
#  y     y+    Umean
  0.000000000E+00  0.000000000E+00  0.000000000E+00
  1.845017964E-03  5.258439846E-01  5.253030922E-01
  5.873392890E-03  1.673961111E+00  1.667337957E+00
  1.137423075E-02  3.241741239E+00  3.201103295E+00
  1.739576925E-02  4.957924962E+00  4.801005400E+00
  2.289660711E-02  6.525705090E+00  6.141932105E+00
  2.692498204E-02  7.673822216E+00  7.032150517E+00
  2.877000000E-02  8.199666201E+00  7.412200143E+00
  2.877000000E-02  8.199666201E+00  7.412200143E+00
  3.135828380E-02  8.937346535E+00  7.915893856E+00
  3.700949034E-02  1.054798287E+01  8.899909628E+00
  4.472634178E-02  1.274734352E+01  1.001252059E+01
  5.317365822E-02  1.515489218E+01  1.098136537E+01
  6.089050966E-02  1.735425283E+01  1.169271520E+01
  6.654171620E-02  1.896488916E+01  1.213260051E+01
  6.913000000E-02  1.970256950E+01  1.231518088E+01
  6.913000000E-02  1.970256950E+01  1.231518088E+01
  7.276167769E-02  2.073762493E+01  1.255391348E+01
  8.069100936E-02  2.299754405E+01  1.301454891E+01
  9.151869265E-02  2.608351515E+01  1.353734056E+01
  1.033713074E-01  2.946159941E+01  1.400593707E+01
  1.141989906E-01  3.254757051E+01  1.436467932E+01
  1.221283223E-01  3.480748963E+01  1.459526330E+01
  1.257600000E-01  3.584254506E+01  1.469334502E+01
  1.257600000E-01  3.584254506E+01  1.469334502E+01
  1.308538400E-01  3.729432774E+01  1.482393815E+01
  1.419756273E-01  4.046412070E+01  1.508459770E+01
  1.571626816E-01  4.479254529E+01  1.539697433E+01
  1.737873184E-01  4.953069173E+01  1.569522178E+01
  1.889743727E-01  5.385911633E+01  1.593736363E+01
  2.000961600E-01  5.702890928E+01  1.610014723E+01
  2.051900000E-01  5.848069196E+01  1.617121127E+01
  2.051900000E-01  5.848069196E+01  1.617121127E+01
  2.123366389E-01  6.051753776E+01  1.626762502E+01
  2.279404659E-01  6.496474571E+01  1.646632056E+01
  2.492478476E-01  7.103750961E+01  1.671578881E+01
  2.725721524E-01  7.768511177E+01  1.696562032E+01
  2.938795341E-01  8.375787567E+01  1.717671599E+01
  3.094833611E-01  8.820508361E+01  1.732262416E+01
  3.166300000E-01  9.024192941E+01  1.738724955E+01
  3.166300000E-01  9.024192941E+01  1.738724955E+01
  3.266567139E-01  9.309961822E+01  1.747579103E+01
  3.485488383E-01  9.933903820E+01  1.766112101E+01
  3.784430336E-01  1.078591085E+02  1.789867471E+01
  4.111669664E-01  1.171856753E+02  1.814097402E+01
  4.410611617E-01  1.257057456E+02  1.834784210E+01
  4.629532861E-01  1.319451655E+02  1.849129699E+01
  4.729800000E-01  1.348028544E+02  1.855488195E+01
  4.729800000E-01  1.348028544E+02  1.855488195E+01
  4.870449753E-01  1.388114780E+02  1.864197054E+01
  5.177541581E-01  1.475638259E+02  1.882424648E+01
  5.596882478E-01  1.595153566E+02  1.905653875E+01
  6.055917522E-01  1.725982003E+02  1.928968870E+01
  6.475258419E-01  1.845497310E+02  1.948398830E+01
  6.782350247E-01  1.933020788E+02  1.961499444E+01
  6.923000000E-01  1.973107025E+02  1.967170755E+01
  6.923000000E-01  1.973107025E+02  1.967170755E+01
  7.120327782E-01  2.029346926E+02  1.974793703E+01
  7.551169271E-01  2.152139988E+02  1.990013285E+01
  8.139493153E-01  2.319816715E+02  2.007465478E+01
  8.783506847E-01  2.503365458E+02  2.021652940E+01
  9.371830729E-01  2.671042185E+02  2.029631755E+01
  9.802672218E-01  2.793835247E+02  2.032281727E+01
  1.000000000E+00  2.850075148E+02  2.032574324E+01
