#time =  2.0000066E+03
#uTau =  5.9645674E-02
#ReTau =  2.9939444E+02
#  y     y+     uu     vv     ww     uv
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  1.845017964E-03  5.523881211E-01  4.306342557E-02  4.699007448E-06  1.361773039E-02 -1.262883735E-04
  5.873392890E-03  1.758461179E+00  4.326348563E-01  3.578540843E-04  1.083618443E-01 -4.203779703E-03
  1.137423075E-02  3.405381452E+00  1.557264057E+00  3.507599690E-03  2.978409371E-01 -2.982870920E-02
  1.739576925E-02  5.208196603E+00  3.263573482E+00  1.324348857E-02  5.088751780E-01 -9.445829226E-02
  2.289660711E-02  6.855116877E+00  4.832659583E+00  2.892855256E-02  6.794926878E-01 -1.802492603E-01
  2.692498204E-02  8.061189934E+00  5.812294878E+00  4.437226435E-02  7.889590700E-01 -2.506491446E-01
  2.877000000E-02  8.613578055E+00  6.195910409E+00  5.246002787E-02  8.350014397E-01 -2.832769211E-01
  2.877000000E-02  8.613578055E+00  6.195910409E+00  5.246002787E-02  8.350014397E-01 -2.832769211E-01
  3.135828380E-02  9.388495836E+00  6.661885445E+00  6.477402010E-02  8.955308702E-01 -3.283713622E-01
  3.700949034E-02  1.108043566E+01  7.401377635E+00  9.506393553E-02  1.012484060E+00 -4.205510513E-01
  4.472634178E-02  1.339081808E+01  7.906801116E+00  1.421405233E-01  1.141994662E+00 -5.264275904E-01
  5.317365822E-02  1.591989765E+01  8.011198823E+00  1.983291700E-01  1.249125570E+00 -6.144238462E-01
  6.089050966E-02  1.823028008E+01  7.867207898E+00  2.515426563E-01  1.320363923E+00 -6.731029000E-01
  6.654171620E-02  1.992221990E+01  7.680068147E+00  2.906234498E-01  1.359248756E+00 -7.056302113E-01
  6.913000000E-02  2.069713768E+01  7.580146049E+00  3.083812343E-01  1.373860037E+00 -7.181133761E-01
  6.913000000E-02  2.069713768E+01  7.580146049E+00  3.083812343E-01  1.373860037E+00 -7.181133761E-01
  7.276167769E-02  2.178444179E+01  7.429903457E+00  3.330351046E-01  1.391391220E+00 -7.334219096E-01
  8.069100936E-02  2.415843961E+01  7.078544578E+00  3.853508624E-01  1.419369370E+00 -7.593929284E-01
  9.151869265E-02  2.740018779E+01  6.587396651E+00  4.522406624E-01  1.439979949E+00 -7.824798875E-01
  1.033713074E-01  3.094879474E+01  6.074802560E+00  5.180920642E-01  1.446462978E+00 -7.967042016E-01
  1.141989906E-01  3.419054292E+01  5.646249560E+00  5.709173024E-01  1.442625374E+00 -8.030694745E-01
  1.221283223E-01  3.656454073E+01  5.359207775E+00  6.051356579E-01  1.435748014E+00 -8.049453386E-01
  1.257600000E-01  3.765184485E+01  5.235311919E+00  6.195766856E-01  1.431733406E+00 -8.051952862E-01
  1.257600000E-01  3.765184485E+01  5.235311919E+00  6.195766856E-01  1.431733406E+00 -8.051952862E-01
  1.308538400E-01  3.917691222E+01  5.069283958E+00  6.385654833E-01  1.425344431E+00 -8.050098042E-01
  1.419756273E-01  4.250671351E+01  4.736615608E+00  6.751289437E-01  1.408983724E+00 -8.028048152E-01
  1.571626816E-01  4.705363312E+01  4.341537672E+00  7.151310524E-01  1.382781386E+00 -7.968321218E-01
  1.737873184E-01  5.203095698E+01  3.976934830E+00  7.475931054E-01  1.350879097E+00 -7.876077220E-01
  1.889743727E-01  5.657787660E+01  3.694313172E+00  7.686448951E-01  1.319779882E+00 -7.775340103E-01
  2.000961600E-01  5.990767788E+01  3.512100439E+00  7.797305195E-01  1.296238992E+00 -7.694220006E-01
  2.051900000E-01  6.143274526E+01  3.434748107E+00  7.837436306E-01  1.285335380E+00 -7.655469728E-01
  2.051900000E-01  6.143274526E+01  3.434748107E+00  7.837436306E-01  1.285335380E+00 -7.655469728E-01
  2.123366389E-01  6.357240922E+01  3.332647989E+00  7.883696977E-01  1.270002913E+00 -7.599615993E-01
  2.279404659E-01  6.824410827E+01  3.129744110E+00  7.948374501E-01  1.236277570E+00 -7.472635008E-01
  2.492478476E-01  7.462341989E+01  2.891173711E+00  7.970961132E-01  1.190183906E+00 -7.290915645E-01
  2.725721524E-01  8.160658709E+01  2.671015439E+00  7.930808749E-01  1.140664524E+00 -7.083916137E-01
  2.938795341E-01  8.798589871E+01  2.498364575E+00  7.851183600E-01  1.096383699E+00 -6.890028780E-01
  3.094833611E-01  9.265759775E+01  2.385133048E+00  7.773632193E-01  1.064554808E+00 -6.745407622E-01
  3.166300000E-01  9.479726172E+01  2.336287085E+00  7.733598950E-01  1.050203246E+00 -6.678796462E-01
  3.166300000E-01  9.479726172E+01  2.336287085E+00  7.733598950E-01  1.050203246E+00 -6.678796462E-01
  3.266567139E-01  9.779920411E+01  2.272687689E+00  7.674051996E-01  1.030654983E+00 -6.584594658E-01
  3.485488383E-01  1.043535845E+02  2.140810068E+00  7.530252326E-01  9.887894123E-01 -6.377415267E-01
  3.784430336E-01  1.133037403E+02  1.980385963E+00  7.312951302E-01  9.343933831E-01 -6.091709529E-01
  4.111669664E-01  1.231011039E+02  1.827368301E+00  7.059838222E-01  8.784912215E-01 -5.776242995E-01
  4.410611617E-01  1.320512598E+02  1.702359234E+00  6.822110825E-01  8.298983427E-01 -5.486787619E-01
  4.629532861E-01  1.386056401E+02  1.616889291E+00  6.646269595E-01  7.954749751E-01 -5.274091560E-01
  4.729800000E-01  1.416075825E+02  1.579002976E+00  6.565079286E-01  7.800547860E-01 -5.176544839E-01
  4.729800000E-01  1.416075825E+02  1.579002976E+00  6.565079286E-01  7.800547860E-01 -5.176544839E-01
  4.870449753E-01  1.458185579E+02  1.530265188E+00  6.452614654E-01  7.595400117E-01 -5.039690045E-01
  5.177541581E-01  1.550127165E+02  1.423407378E+00  6.205742981E-01  7.154151578E-01 -4.739422317E-01
  5.596882478E-01  1.675675498E+02  1.290506720E+00  5.873508446E-01  6.589655094E-01 -4.328442997E-01
  6.055917522E-01  1.813108039E+02  1.162470433E+00  5.521201496E-01  6.026247982E-01 -3.876997174E-01
  6.475258419E-01  1.938656372E+02  1.057294486E+00  5.212123470E-01  5.558004197E-01 -3.464171286E-01
  6.782350247E-01  2.030597958E+02  9.850128227E-01  4.995676281E-01  5.240384188E-01 -3.161203582E-01
  6.923000000E-01  2.072707712E+02  9.531087015E-01  4.899316337E-01  5.101117407E-01 -3.022281323E-01
  6.923000000E-01  2.072707712E+02  9.531087015E-01  4.899316337E-01  5.101117407E-01 -3.022281323E-01
  7.120327782E-01  2.131786553E+02  9.130678612E-01  4.770979271E-01  4.925685069E-01 -2.828156315E-01
  7.551169271E-01  2.260778099E+02  8.256121534E-01  4.507935985E-01  4.556034725E-01 -2.402642276E-01
  8.139493153E-01  2.436918999E+02  7.267134643E-01  4.205681030E-01  4.143107132E-01 -1.823331346E-01
  8.783506847E-01  2.629733119E+02  6.488963910E-01  3.962824406E-01  3.825081236E-01 -1.189414798E-01
  9.371830729E-01  2.805874018E+02  6.065973350E-01  3.826084572E-01  3.656360226E-01 -6.114254363E-02
  9.802672218E-01  2.934865565E+02  5.931134605E-01  3.779778821E-01  3.600979202E-01 -1.882020465E-02
  1.000000000E+00  2.993944406E+02  5.903277692E-01  3.773826155E-01  3.590851070E-01  5.557064505E-04
