#time =  2.0000039E+03
#uTau =  5.1868835E-02
#ReTau =  2.6035821E+02
#  y     y+     uu     vv     ww     uv
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00
  1.845017964E-03  4.803655793E-01  5.473771649E-02  3.607345845E-06  1.514629656E-02 -6.926407435E-05
  5.873392890E-03  1.529186075E+00  5.216128560E-01  2.414771343E-04  1.260609420E-01 -2.311137992E-03
  1.137423075E-02  2.961374388E+00  1.838830415E+00  2.212312027E-03  3.708104669E-01 -1.663195138E-02
  1.739576925E-02  4.529131389E+00  3.960032094E+00  8.180092774E-03  6.785615654E-01 -5.491264568E-02
  2.289660711E-02  5.961319702E+00  6.149363693E+00  1.804232107E-02  9.550642589E-01 -1.109209456E-01
  2.692498204E-02  7.010140198E+00  7.677260110E+00  2.818417040E-02  1.145011325E+00 -1.612614213E-01
  2.877000000E-02  7.490505777E+00  8.318467622E+00  3.367822010E-02  1.227601802E+00 -1.859254896E-01
  2.877000000E-02  7.490505777E+00  8.318467622E+00  3.367822010E-02  1.227601802E+00 -1.859254896E-01
  3.135828380E-02  8.164386722E+00  9.136761141E+00  4.228451546E-02  1.338391941E+00 -2.214087266E-01
  3.700949034E-02  9.635724755E+00  1.055117190E+01  6.469669380E-02  1.558832565E+00 -2.990073310E-01
  4.472634178E-02  1.164487040E+01  1.166791196E+01  1.028791397E-01  1.811663657E+00 -3.968052189E-01
  5.317365822E-02  1.384419861E+01  1.203554254E+01  1.532967114E-01  2.029036249E+00 -4.856328731E-01
  6.089050966E-02  1.585334426E+01  1.186668383E+01  2.052868426E-01  2.180561613E+00 -5.493348039E-01
  6.654171620E-02  1.732468229E+01  1.156411676E+01  2.457612712E-01  2.267493047E+00 -5.866988316E-01
  6.913000000E-02  1.799856324E+01  1.139456008E+01  2.647400804E-01  2.301376893E+00 -6.015551716E-01
  6.913000000E-02  1.799856324E+01  1.139456008E+01  2.647400804E-01  2.301376893E+00 -6.015551716E-01
  7.276167769E-02  1.894410035E+01  1.113524241E+01  2.916497369E-01  2.343243218E+00 -6.203000741E-01
